HighCostLowGraduation,LowCostLowGraduation,LowCostHighGraduation,HighCostHighGraduation
261685.0,180692.0,219295.0,199980.0
261773.0,180902.0,219347.0,200004.0
262341.0,180948.0,219374.0,200129.0
262457.0,181303.0,219383.0,200165.0
262509.0,181312.0,219578.0,200217.0
362700.0,181394.0,219602.0,200262.0
363013.0,181419.0,219718.0,200280.0
363077.0,181491.0,219949.0,200332.0
363439.0,181534.0,220002.0,200387.0
363590.0,181640.0,220075.0,200828.0
364955.0,181783.0,220181.0,200873.0
365091.0,181817.0,220206.0,201034.0
365824.0,182005.0,220215.0,201098.0
366191.0,182281.0,220552.0,201131.0
366289.0,182500.0,220701.0,201159.0
366535.0,182564.0,220808.0,201195.0
366544.0,183132.0,220941.0,201478.0
366696.0,183141.0,221254.0,201539.0
366960.0,183257.0,221290.0,201584.0
367097.0,183743.0,221892.0,201618.0
367112.0,183859.0,221953.0,201681.0
367398.0,183877.0,222938.0,201982.0
367431.0,183938.0,224004.0,202055.0
367981.0,184180.0,224147.0,202152.0
368364.0,184205.0,224156.0,202161.0
368629.0,184481.0,224183.0,202453.0
368771.0,184791.0,224226.0,202523.0
368780.0,184995.0,224244.0,202639.0
368805.0,185129.0,224439.0,202657.0
369400.0,185262.0,224527.0,202888.0
369783.0,185509.0,224679.0,202949.0
371265.0,185536.0,224776.0,202985.0
371964.0,185873.0,225201.0,203030.0
371982.0,186034.0,225247.0,203368.0
372037.0,186186.0,225399.0,203438.0
372073.0,186469.0,225548.0,203535.0
372329.0,186645.0,225575.0,203544.0
372718.0,187198.0,225627.0,203614.0
372772.0,187532.0,225849.0,203775.0
372921.0,187596.0,225885.0,203942.0
373711.0,187602.0,226091.0,203960.0
373890.0,187620.0,226231.0,204121.0
374574.0,187639.0,226383.0,204158.0
374592.0,187648.0,226471.0,204200.0
374875.0,187666.0,226587.0,204334.0
375416.0,187745.0,226879.0,204431.0
377111.0,187897.0,226903.0,204459.0
377218.0,187903.0,227313.0,204486.0
377449.0,187912.0,227322.0,204501.0
377458.0,187958.0,227331.0,204714.0
377661.0,187967.0,227863.0,204723.0
377670.0,187976.0,228042.0,204769.0
377722.0,187985.0,228149.0,204778.0
379782.0,187994.0,228325.0,204796.0
380094.0,188003.0,228431.0,204857.0
380438.0,188021.0,228468.0,204884.0
380474.0,188030.0,228529.0,204963.0
381361.0,188049.0,228884.0,205142.0
381370.0,188058.0,228981.0,206039.0
381732.0,188100.0,229063.0,206172.0
381866.0,188137.0,229160.0,206181.0
381945.0,188216.0,229328.0,206349.0
382258.0,188225.0,229416.0,206358.0
382416.0,188261.0,230065.0,206437.0
382896.0,188304.0,230171.0,206589.0
382957.0,188438.0,230366.0,206783.0
383279.0,188915.0,230384.0,206880.0
383507.0,189264.0,230472.0,206905.0
383899.0,189273.0,230630.0,206932.0
384209.0,189547.0,230825.0,206969.0
384254.0,189565.0,230834.0,207087.0
385008.0,189583.0,230889.0,207102.0
385503.0,189839.0,230898.0,207166.0
385619.0,190053.0,230977.0,207272.0
386472.0,190169.0,231077.0,207388.0
387925.0,190442.0,231086.0,207403.0
388520.0,190521.0,231095.0,207500.0
391564.0,190530.0,231165.0,207537.0
392257.0,190549.0,231420.0,207607.0
392354.0,190558.0,231554.0,207704.0
392415.0,190567.0,231651.0,207786.0
393649.0,190585.0,231721.0,208026.0
393977.0,190594.0,231828.0,208044.0
397942.0,190600.0,231837.0,208053.0
398574.0,190619.0,232016.0,208080.0
399869.0,190628.0,232025.0,208248.0
400080.0,190637.0,232089.0,208433.0
402776.0,190646.0,232502.0,208655.0
404055.0,190655.0,232557.0,208859.0
404505.0,190673.0,232672.0,209083.0
404921.0,190691.0,232797.0,209153.0
406024.0,190840.0,233091.0,209205.0
406149.0,190956.0,233301.0,209348.0
406194.0,191083.0,233541.0,209542.0
406486.0,191199.0,233611.0,209551.0
407054.0,191302.0,233684.0,209667.0
407090.0,191339.0,233912.0,209676.0
407328.0,191612.0,234164.0,209694.0
407407.0,191621.0,234173.0,209700.0
407832.0,191719.0,234191.0,209922.0
408066.0,191764.0,234401.0,209986.0
409120.0,191986.0,234492.0,210100.0
409670.0,192004.0,234915.0,210474.0
410070.0,192022.0,235510.0,210483.0
410256.0,192509.0,235529.0,210492.0
410539.0,192624.0,236133.0,210599.0
410788.0,192785.0,236452.0,210711.0
410797.0,192961.0,236896.0,210748.0
411055.0,193061.0,237118.0,210951.0
411374.0,193247.0,237172.0,211006.0
412544.0,193283.0,237181.0,211149.0
412599.0,193326.0,237312.0,211158.0
413635.0,193478.0,237358.0,211200.0
413680.0,193609.0,237385.0,211273.0
413802.0,193946.0,237783.0,211316.0
414939.0,194028.0,238078.0,211334.0
415057.0,194222.0,238193.0,211398.0
415729.0,194240.0,238430.0,211431.0
415987.0,194569.0,238616.0,211468.0
417318.0,194657.0,238661.0,211644.0
417646.0,194693.0,238892.0,211750.0
417716.0,194763.0,238980.0,211820.0
417804.0,195058.0,239071.0,211893.0
417840.0,195322.0,239080.0,212009.0
417868.0,195988.0,239132.0,212115.0
418010.0,196006.0,239318.0,212212.0
418056.0,196015.0,239503.0,212230.0
418083.0,196024.0,239743.0,212276.0
418126.0,196033.0,239929.0,212285.0
418171.0,196042.0,240107.0,212294.0
418870.0,196051.0,240392.0,212300.0
418889.0,196112.0,240453.0,212328.0
419183.0,196130.0,244011.0,212355.0
419244.0,196237.0,244154.0,212373.0
419271.0,196264.0,244233.0,212382.0
419341.0,196431.0,245032.0,212391.0
419411.0,196440.0,245342.0,212425.0
419660.0,196565.0,245953.0,212434.0
420024.0,196583.0,245962.0,212577.0
420103.0,196699.0,246071.0,212674.0
420316.0,197018.0,247047.0,212683.0
420468.0,197294.0,247065.0,212708.0
420501.0,197610.0,247649.0,212753.0
420608.0,197647.0,247700.0,212911.0
421832.0,197674.0,248305.0,212984.0
421841.0,197744.0,248934.0,213181.0
421878.0,197814.0,250744.0,213215.0
422695.0,197850.0,251251.0,213251.0
423582.0,197887.0,251312.0,213385.0
425870.0,197966.0,260293.0,213455.0
427025.0,198011.0,260901.0,213473.0
427308.0,198039.0,260910.0,213491.0
427894.0,198084.0,260974.0,213543.0
427973.0,198154.0,261472.0,213552.0
427982.0,198206.0,261931.0,213613.0
428170.0,198233.0,262235.0,213668.0
429012.0,198251.0,363387.0,213914.0
429100.0,198260.0,363934.0,213987.0
430050.0,198321.0,364168.0,214041.0
430096.0,198330.0,364326.0,214175.0
430157.0,198367.0,365055.0,214290.0
430166.0,198376.0,366252.0,214476.0
430175.0,198455.0,366261.0,214528.0
430254.0,198491.0,366438.0,214546.0
430403.0,198507.0,366553.0,214625.0
430421.0,198534.0,366580.0,214643.0
430485.0,198543.0,366650.0,214670.0
430810.0,198552.0,366678.0,214740.0
430980.0,198570.0,367024.0,214829.0
430999.0,198622.0,367158.0,214838.0
431071.0,198640.0,367194.0,214944.0
431141.0,198668.0,367316.0,214962.0
431600.0,198677.0,367884.0,215044.0
431886.0,198710.0,367909.0,215062.0
431956.0,198729.0,368230.0,215114.0
432302.0,198774.0,368443.0,215266.0
432384.0,198817.0,368452.0,215275.0
432524.0,198905.0,368601.0,215284.0
433004.0,198914.0,369084.0,215390.0
433013.0,198923.0,369516.0,215530.0
433101.0,198987.0,369862.0,215594.0
433420.0,199023.0,369905.0,215798.0
433466.0,199069.0,371760.0,215886.0
433970.0,199078.0,371779.0,215992.0
434140.0,199087.0,372213.0,216010.0
434308.0,199102.0,372222.0,216038.0
434317.0,199157.0,372240.0,216223.0
434344.0,199281.0,372578.0,216287.0
434432.0,199324.0,372958.0,216445.0
434469.0,199333.0,373058.0,216454.0
434520.0,199421.0,373085.0,216694.0
434690.0,199449.0,373696.0,216746.0
434812.0,199467.0,373827.0,216773.0
434821.0,199476.0,374927.0,217040.0
436191.0,199485.0,374972.0,217077.0
436225.0,199494.0,375489.0,217095.0
436270.0,199625.0,375841.0,217156.0
436429.0,199634.0,375984.0,217323.0
436632.0,199722.0,376446.0,217484.0
436702.0,199731.0,376987.0,217581.0
437501.0,199740.0,377069.0,217749.0
437529.0,199768.0,377342.0,217794.0
437556.0,199786.0,377546.0,217819.0
437635.0,199795.0,377652.0,217828.0
437662.0,199838.0,378406.0,217864.0
437750.0,199856.0,378576.0,217882.0
437884.0,199892.0,378956.0,217891.0
437936.0,199908.0,379029.0,217925.0
438151.0,199926.0,380465.0,218070.0
438197.0,199953.0,381404.0,218229.0
438258.0,199999.0,381644.0,218441.0
438267.0,200022.0,381787.0,218539.0
438285.0,200059.0,381909.0,218663.0
438294.0,200086.0,382063.0,218867.0
438647.0,200110.0,382771.0,218964.0
438656.0,200192.0,383251.0,219000.0
438735.0,200208.0,383950.0,219037.0
438805.0,200226.0,385549.0,219082.0
438869.0,200253.0,388043.0,219125.0
439039.0,200305.0,389727.0,219143.0
439118.0,200314.0,390701.0,219189.0
439127.0,200341.0,391005.0,219259.0
439288.0,200466.0,392840.0,219356.0
439367.0,200527.0,393180.0,219453.0
439437.0,200554.0,398130.0,219471.0
439455.0,200572.0,404338.0,219587.0
439482.0,200590.0,404365.0,219596.0
439491.0,200846.0,404374.0,219790.0
439570.0,201283.0,404383.0,219806.0
439686.0,201432.0,404499.0,219833.0
439738.0,201672.0,404514.0,219921.0
439792.0,201690.0,404994.0,219994.0
439996.0,201751.0,405076.0,220127.0
440086.0,201858.0,405979.0,220163.0
440110.0,201928.0,405988.0,220251.0
440129.0,201946.0,405997.0,220279.0
440147.0,201955.0,406006.0,220321.0
440262.0,201973.0,406015.0,220394.0
440271.0,202222.0,406219.0,220464.0
440323.0,202356.0,406547.0,220473.0
440332.0,202648.0,407063.0,220491.0
440369.0,202903.0,407319.0,220516.0
440758.0,203155.0,407726.0,220570.0
440855.0,203331.0,408039.0,220613.0
440882.0,203447.0,408385.0,220631.0
440891.0,203456.0,408844.0,220640.0
440907.0,203465.0,409069.0,220710.0
441016.0,203474.0,409874.0,220756.0
441052.0,203483.0,410283.0,220765.0
441089.0,203492.0,410496.0,220853.0
441229.0,203526.0,410502.0,221014.0
441362.0,203599.0,411684.0,221050.0
441487.0,203678.0,413839.0,221102.0
441496.0,203748.0,413848.0,221148.0
441502.0,203881.0,413857.0,221236.0
441618.0,204006.0,413866.0,221281.0
441636.0,204015.0,413884.0,221333.0
441663.0,204255.0,414531.0,221388.0
441742.0,204422.0,414568.0,221430.0
441858.0,204440.0,414586.0,221494.0
442037.0,204671.0,414708.0,221582.0
442073.0,204699.0,414823.0,221591.0
442134.0,204802.0,414841.0,221607.0
442329.0,204820.0,415774.0,221616.0
442356.0,204839.0,416962.0,221625.0
442444.0,204848.0,416971.0,221634.0
442462.0,204866.0,417132.0,221661.0
442602.0,204945.0,417327.0,221759.0
442620.0,205124.0,417381.0,221829.0
442648.0,205470.0,417549.0,221847.0
442657.0,205841.0,417576.0,221980.0
442727.0,205966.0,417798.0,221999.0
442736.0,206002.0,418038.0,222099.0
442790.0,206011.0,418269.0,222105.0
442815.0,206446.0,419457.0,223056.0
442879.0,206613.0,419509.0,223472.0
442888.0,206695.0,420006.0,223852.0
442958.0,206817.0,420042.0,224013.0
442967.0,206914.0,420130.0,224758.0
442985.0,206923.0,420307.0,225788.0
443049.0,206941.0,420370.0,226125.0
443137.0,206996.0,420404.0,226374.0
443207.0,207041.0,420495.0,226860.0
443225.0,207050.0,421009.0,227058.0
443261.0,207069.0,421018.0,227155.0
443270.0,207209.0,421513.0,227757.0
443289.0,207236.0,421708.0,227845.0
443377.0,207263.0,422020.0,227881.0
443410.0,207281.0,425986.0,228088.0
443438.0,207290.0,426314.0,228343.0
443571.0,207306.0,427663.0,228459.0
443641.0,207351.0,428286.0,228723.0
443669.0,207397.0,428444.0,228778.0
443739.0,207449.0,429599.0,228787.0
443748.0,207564.0,430087.0,229115.0
443827.0,207661.0,430148.0,229151.0
443836.0,207670.0,430184.0,229267.0
443854.0,207689.0,430245.0,229425.0
443942.0,207722.0,430263.0,229522.0
444024.0,207740.0,430351.0,229832.0
444079.0,207847.0,430360.0,229957.0
444200.0,207865.0,430379.0,230038.0
444237.0,207935.0,430388.0,230135.0
444255.0,208017.0,432223.0,230144.0
444325.0,208035.0,432232.0,230199.0
444343.0,208275.0,432241.0,230205.0
444389.0,208318.0,432533.0,230214.0
444440.0,208390.0,433536.0,230603.0
444510.0,208406.0,433563.0,230676.0
444565.0,208415.0,434052.0,230728.0
444574.0,208646.0,434539.0,230764.0
444644.0,209038.0,434548.0,230959.0
444662.0,209074.0,434557.0,231004.0
444714.0,209250.0,434566.0,231174.0
444796.0,209506.0,434575.0,231280.0
444866.0,209746.0,434946.0,231581.0
444893.0,209807.0,434955.0,231688.0
444972.0,209940.0,434964.0,231712.0
445197.0,210146.0,434973.0,232186.0
445203.0,210155.0,434982.0,232308.0
445212.0,210234.0,434991.0,232423.0
445249.0,210270.0,436182.0,232566.0
445258.0,210340.0,436614.0,232681.0
445328.0,210605.0,437042.0,232982.0
445346.0,211079.0,437051.0,233277.0
445364.0,211307.0,437060.0,233286.0
445373.0,211343.0,437219.0,233374.0
445382.0,211608.0,437732.0,233657.0
445461.0,211927.0,437769.0,233666.0
445470.0,212878.0,437778.0,233921.0
445577.0,213376.0,437848.0,234030.0
445601.0,213525.0,438179.0,234076.0
445610.0,213659.0,438212.0,234085.0
445638.0,213686.0,438382.0,234119.0
445647.0,214111.0,438416.0,234137.0
445692.0,214379.0,438498.0,234207.0
445708.0,214634.0,438504.0,234225.0
445744.0,214652.0,438586.0,234650.0
445771.0,214731.0,438601.0,234827.0
445799.0,214759.0,438610.0,234924.0
445814.0,214801.0,438629.0,235158.0
445911.0,215239.0,438902.0,235167.0
446057.0,215309.0,439136.0,235307.0
446093.0,215585.0,439279.0,235352.0
446109.0,216296.0,439297.0,235495.0
446118.0,216311.0,439701.0,235501.0
446127.0,216825.0,440059.0,235583.0
446385.0,217420.0,440299.0,235671.0
446400.0,217475.0,440341.0,235769.0
446446.0,217615.0,440420.0,235954.0
446464.0,217624.0,440439.0,236018.0
446525.0,217712.0,440448.0,236027.0
446534.0,217837.0,440457.0,236212.0
446561.0,217989.0,440466.0,236382.0
446589.0,218025.0,440484.0,236744.0
446598.0,218061.0,440642.0,236939.0
446853.0,218113.0,440767.0,236948.0
447023.0,218140.0,440794.0,237011.0
447102.0,218353.0,440873.0,237127.0
447120.0,218399.0,440925.0,237136.0
447209.0,218487.0,440952.0,237145.0
447218.0,218520.0,441025.0,237242.0
447227.0,218645.0,441201.0,237321.0
447236.0,218654.0,441432.0,237473.0
447245.0,218672.0,441779.0,237491.0
447263.0,218681.0,441788.0,237543.0
447351.0,218690.0,441928.0,237561.0
447379.0,218706.0,441955.0,237570.0
447388.0,218742.0,441964.0,237598.0
447467.0,218821.0,441973.0,237613.0
447494.0,218830.0,442046.0,237729.0
447519.0,218858.0,442143.0,237844.0
447591.0,218885.0,442152.0,237905.0
447625.0,218894.0,442161.0,237969.0
447634.0,218955.0,442170.0,237987.0
447768.0,218991.0,442189.0,238005.0
447777.0,219046.0,442231.0,238032.0
447810.0,219277.0,442338.0,238096.0
447847.0,219408.0,442347.0,238166.0
447874.0,219426.0,442408.0,238175.0
447892.0,219480.0,442578.0,238333.0
447935.0,219639.0,442611.0,238786.0
447953.0,219824.0,442718.0,238810.0
447962.0,219879.0,442745.0,239512.0
447999.0,219888.0,442930.0,239877.0
448017.0,220057.0,443429.0,239910.0
448044.0,220312.0,443474.0,240189.0
448071.0,220400.0,443526.0,240198.0
448114.0,220598.0,443535.0,240240.0
448257.0,220604.0,443544.0,240268.0
448275.0,220862.0,443650.0,240329.0
448309.0,220978.0,443687.0,240338.0
448354.0,221096.0,443766.0,240365.0
448406.0,221184.0,443784.0,240417.0
448415.0,221397.0,443845.0,240444.0
448433.0,221485.0,443881.0,240462.0
448600.0,221643.0,443890.0,240471.0
448619.0,221731.0,443924.0,240480.0
448628.0,221740.0,444088.0,240693.0
448646.0,221768.0,444158.0,240709.0
448664.0,221838.0,444282.0,240727.0
448859.0,221856.0,444291.0,240879.0
448974.0,221908.0,444334.0,241182.0
448983.0,222026.0,444486.0,241517.0
449074.0,222053.0,444547.0,241614.0
449171.0,222062.0,444556.0,241766.0
449241.0,222567.0,444723.0,241906.0
449250.0,222576.0,444778.0,242042.0
449269.0,222822.0,444927.0,242121.0
449320.0,222831.0,445027.0,242316.0
449366.0,222877.0,445072.0,242413.0
449375.0,222992.0,445081.0,242422.0
449436.0,223320.0,445090.0,242556.0
449445.0,223427.0,445115.0,242565.0
449524.0,223506.0,445124.0,242945.0
449533.0,223524.0,445133.0,242954.0
449612.0,223773.0,445221.0,243407.0
449667.0,223816.0,445230.0,243416.0
449700.0,223898.0,445276.0,243744.0
449764.0,223922.0,445300.0,243780.0
449773.0,224110.0,445319.0,244279.0
449968.0,224350.0,445391.0,245069.0
450021.0,224554.0,445434.0,245281.0
450058.0,224572.0,445559.0,245290.0
450067.0,224615.0,445665.0,245421.0
450076.0,224642.0,445717.0,245430.0
450094.0,224828.0,445726.0,245980.0
450119.0,224891.0,445762.0,246017.0
450128.0,224961.0,445920.0,246406.0
450155.0,225070.0,445939.0,246460.0
450182.0,225308.0,446145.0,246594.0
450234.0,225371.0,446233.0,248165.0
450401.0,225423.0,446640.0,248192.0
450650.0,225432.0,446668.0,248527.0
450669.0,225511.0,446677.0,248606.0
450678.0,225520.0,446738.0,248624.0
450696.0,225876.0,446747.0,248660.0
450702.0,226019.0,446756.0,248703.0
450793.0,226107.0,446765.0,248925.0
450951.0,226116.0,446792.0,249061.0
450960.0,226134.0,446808.0,249238.0
451006.0,226152.0,446880.0,249566.0
451015.0,226204.0,446899.0,250027.0
451103.0,226408.0,446905.0,250902.0
451228.0,226578.0,446914.0,250993.0
451264.0,226772.0,446923.0,260354.0
451352.0,226806.0,447014.0,260363.0
451413.0,226833.0,447069.0,260372.0
451477.0,226930.0,447175.0,260664.0
451495.0,227146.0,447290.0,260929.0
451574.0,227182.0,447315.0,260965.0
451592.0,227191.0,447324.0,261384.0
451635.0,227216.0,447333.0,261393.0
451705.0,227225.0,447342.0,261719.0
451714.0,227243.0,447403.0,261861.0
451857.0,227304.0,447421.0,262129.0
451866.0,227368.0,447458.0,262299.0
451909.0,227377.0,447476.0,262332.0
452036.0,227386.0,447652.0,262369.0
452045.0,227401.0,447661.0,362782.0
452054.0,227429.0,447670.0,363147.0
452072.0,227526.0,448035.0,363165.0
452081.0,227687.0,448345.0,363679.0
452124.0,227766.0,448442.0,363882.0
453075.0,227854.0,448451.0,364335.0
453109.0,227924.0,448460.0,364548.0
453464.0,227979.0,448479.0,364575.0
453482.0,228158.0,448488.0,364584.0
453552.0,228185.0,448497.0,364618.0
453747.0,228316.0,448503.0,364627.0
453756.0,228501.0,448512.0,364636.0
453817.0,228547.0,448530.0,364751.0
454175.0,228608.0,448567.0,364760.0
454184.0,228680.0,448576.0,364812.0
454616.0,228699.0,448585.0,364946.0
454777.0,228705.0,448673.0,364964.0
454795.0,228769.0,448752.0,364973.0
454810.0,228796.0,448761.0,365125.0
454917.0,228802.0,448798.0,365198.0
454926.0,229018.0,448822.0,365204.0
454999.0,229027.0,448895.0,365213.0
455008.0,229179.0,449010.0,365240.0
455062.0,229319.0,449038.0,365374.0
455196.0,229355.0,449117.0,365383.0
455336.0,229504.0,449126.0,365453.0
455381.0,229540.0,449162.0,365480.0
455424.0,229780.0,449180.0,365505.0
455628.0,229799.0,449199.0,365569.0
455734.0,229814.0,449205.0,365693.0
455743.0,229841.0,449214.0,365763.0
455752.0,229887.0,449223.0,365833.0
455761.0,230010.0,449232.0,366155.0
455877.0,230047.0,449311.0,366270.0
455901.0,230162.0,449357.0,366447.0
456001.0,230418.0,449384.0,366632.0
456038.0,230490.0,449454.0,367051.0
456180.0,230597.0,449861.0,367103.0
456214.0,230737.0,449898.0,367130.0
456302.0,230746.0,449904.0,367334.0
456311.0,230782.0,450003.0,367361.0
456320.0,230861.0,450049.0,367662.0
456339.0,230913.0,450085.0,367875.0
456357.0,230931.0,450146.0,367972.0
456366.0,231536.0,450173.0,368036.0
456481.0,231697.0,450191.0,368407.0
456515.0,231785.0,450207.0,368540.0
456852.0,231873.0,450216.0,368832.0
456861.0,231882.0,450225.0,369109.0
456922.0,232052.0,450243.0,369419.0
456931.0,232195.0,450252.0,369446.0
456977.0,232414.0,450429.0,369668.0
457110.0,232450.0,450447.0,369686.0
457174.0,232575.0,450456.0,369695.0
457208.0,232788.0,450465.0,369950.0
457244.0,232867.0,450474.0,371052.0
457420.0,232937.0,450483.0,371690.0
457448.0,232946.0,450492.0,371928.0
457493.0,233019.0,450571.0,372000.0
457527.0,233037.0,450599.0,372028.0
457545.0,233116.0,450784.0,372082.0
457563.0,233310.0,450809.0,372356.0
457624.0,233338.0,450818.0,372462.0
457651.0,233639.0,450827.0,373216.0
457688.0,233648.0,450836.0,373340.0
457828.0,233754.0,450845.0,373526.0
457855.0,233772.0,450854.0,373605.0
457864.0,233897.0,450863.0,373678.0
457952.0,233903.0,450872.0,373784.0
458016.0,233949.0,450881.0,374112.0
458025.0,234155.0,451060.0,374316.0
458070.0,234377.0,451167.0,374343.0
458131.0,234669.0,451282.0,375106.0
458186.0,234696.0,451583.0,375230.0
458247.0,234711.0,451662.0,375300.0
458265.0,234845.0,451750.0,375319.0
458274.0,234933.0,451769.0,375373.0
458283.0,234951.0,451802.0,375407.0
458362.0,234979.0,451918.0,375540.0
458371.0,235097.0,452063.0,375568.0
458380.0,235103.0,452373.0,375647.0
458478.0,235149.0,452948.0,375683.0
458654.0,235237.0,453163.0,375692.0
458690.0,235334.0,453455.0,375708.0
458706.0,235343.0,453473.0,375717.0
458715.0,235422.0,454315.0,375726.0
458797.0,235431.0,454324.0,375939.0
459116.0,235699.0,454333.0,375966.0
459152.0,235750.0,454342.0,376224.0
459204.0,236072.0,454351.0,376242.0
459213.0,236188.0,454360.0,376288.0
459462.0,236258.0,454379.0,376330.0
459958.0,236504.0,454388.0,376385.0
460002.0,236513.0,454397.0,376631.0
460066.0,236610.0,454458.0,376668.0
460093.0,236638.0,454467.0,376677.0
460109.0,236656.0,454476.0,377272.0
460118.0,236692.0,454485.0,377281.0
460127.0,236708.0,454494.0,377315.0
460181.0,236753.0,454500.0,377485.0
460190.0,236887.0,454519.0,377555.0
460206.0,236975.0,454528.0,377643.0
460215.0,237039.0,454546.0,377759.0
460358.0,237109.0,454555.0,378105.0
460367.0,237215.0,454573.0,378886.0
460446.0,237303.0,454652.0,379135.0
460525.0,237330.0,455053.0,379621.0
460552.0,237367.0,455080.0,379746.0
460570.0,237437.0,455239.0,380067.0
460589.0,237525.0,455257.0,380401.0
460631.0,237640.0,455327.0,380456.0
460640.0,237686.0,455390.0,381255.0
460659.0,237701.0,455488.0,381282.0
460668.0,237792.0,455549.0,381325.0
460747.0,237817.0,455558.0,381334.0
460826.0,237899.0,455567.0,381486.0
460950.0,237932.0,455646.0,381529.0
460969.0,237950.0,455655.0,381635.0
461290.0,238014.0,455770.0,381699.0
461476.0,238263.0,455840.0,381705.0
461591.0,238397.0,455895.0,381750.0
461689.0,238722.0,456074.0,382267.0
461722.0,238759.0,456092.0,382276.0
461777.0,239008.0,456117.0,382461.0
461962.0,239220.0,456205.0,382504.0
462053.0,239248.0,456278.0,382902.0
462309.0,239372.0,456296.0,383084.0
462354.0,239390.0,456348.0,383163.0
467340.0,239442.0,456375.0,383297.0
467544.0,239460.0,456418.0,383312.0
467580.0,239488.0,456454.0,383330.0
467599.0,240055.0,456506.0,383367.0
468732.0,240116.0,456719.0,383525.0
469133.0,240125.0,456728.0,383765.0
469142.0,240170.0,456737.0,383792.0
469151.0,240277.0,456746.0,385132.0
469160.0,240374.0,456755.0,386153.0
469586.0,240426.0,456764.0,387819.0
469629.0,240505.0,456773.0,388663.0
469638.0,240514.0,456940.0,389860.0
469911.0,240596.0,457004.0,390905.0
469920.0,240620.0,457077.0,391333.0
474881.0,240657.0,457101.0,391546.0
475051.0,240666.0,457411.0,391810.0
475440.0,240736.0,457767.0,392798.0
475635.0,240745.0,458098.0,393524.0
475680.0,240754.0,458104.0,393861.0
475705.0,240790.0,458140.0,395195.0
476124.0,240985.0,458177.0,395690.0
476133.0,241100.0,458292.0,397270.0
476470.0,241128.0,458308.0,399911.0
476504.0,241146.0,458317.0,401223.0
476683.0,241191.0,458326.0,401339.0
476887.0,241216.0,458335.0,402563.0
476896.0,241225.0,458344.0,402800.0
478953.0,241304.0,458353.0,403414.0
480028.0,241377.0,458405.0,403469.0
480037.0,241386.0,458414.0,404037.0
480125.0,241395.0,458441.0,404684.0
480727.0,241410.0,458593.0,404912.0
480842.0,241720.0,458663.0,405012.0
481146.0,241739.0,458681.0,405021.0
481234.0,241836.0,458821.0,406051.0
481386.0,241951.0,458858.0,406325.0
482547.0,242112.0,458919.0,406361.0
,242130.0,458964.0,406413.0
,242149.0,459019.0,406422.0
,242583.0,459028.0,406495.0
,242617.0,459046.0,407009.0
,242626.0,459064.0,407142.0
,242635.0,459073.0,407151.0
,242644.0,459365.0,407179.0
,242653.0,459444.0,407355.0
,242662.0,459471.0,407391.0
,242680.0,459833.0,407425.0
,242699.0,459930.0,407434.0
,242705.0,459967.0,407461.0
,242750.0,459985.0,407470.0
,242820.0,459994.0,407489.0
,242884.0,460482.0,407504.0
,242972.0,460516.0,407522.0
,242981.0,460534.0,407568.0
,243072.0,460543.0,407577.0
,243106.0,460598.0,407595.0
,243115.0,460774.0,407708.0
,243133.0,460817.0,408163.0
,243142.0,460835.0,408312.0
,243151.0,460899.0,408862.0
,243179.0,461023.0,409032.0
,243188.0,461847.0,409166.0
,243197.0,462017.0,409537.0
,243212.0,465812.0,409591.0
,243221.0,466921.0,412003.0
,243346.0,467368.0,412535.0
,243443.0,467508.0,413176.0
,243577.0,467517.0,413343.0
,243586.0,467526.0,413778.0
,243601.0,467535.0,413820.0
,243638.0,467553.0,413945.0
,243647.0,467562.0,413972.0
,243665.0,467571.0,414054.0
,243832.0,467605.0,414063.0
,243841.0,467614.0,414124.0
,244437.0,467623.0,414452.0
,244446.0,467632.0,414461.0
,245625.0,467641.0,414489.0
,245999.0,467650.0,414540.0
,246354.0,467669.0,414559.0
,246813.0,467678.0,414869.0
,246895.0,469124.0,415039.0
,247603.0,469610.0,416458.0
,247773.0,474890.0,416670.0
,247834.0,475121.0,416980.0
,247940.0,475291.0,417008.0
,248314.0,475583.0,417062.0
,248776.0,475608.0,417123.0
,248882.0,475626.0,417248.0
,251260.0,476090.0,417275.0
,262031.0,476106.0,417406.0
,262660.0,476115.0,417442.0
,363633.0,476708.0,417503.0
,363712.0,476948.0,417600.0
,363907.0,479053.0,417628.0
,363916.0,480514.0,417637.0
,364016.0,481252.0,417655.0
,364025.0,482413.0,417673.0
,365073.0,482422.0,417682.0
,366340.0,482431.0,417743.0
,366395.0,482440.0,417789.0
,366401.0,482459.0,417831.0
,366465.0,482468.0,417886.0
,366711.0,482477.0,417910.0
,367088.0,482486.0,417947.0
,367459.0,482529.0,417992.0
,367839.0,482538.0,418001.0
,368911.0,482556.0,418029.0
,371034.0,482565.0,418065.0
,371140.0,482574.0,418199.0
,371830.0,482583.0,418205.0
,375656.0,482608.0,418223.0
,375735.0,482635.0,418250.0
,375753.0,482653.0,418287.0
,375762.0,482662.0,418296.0
,376321.0,482680.0,418302.0
,376695.0,482857.0,418348.0
,377193.0,483212.0,418357.0
,377564.0,,418384.0
,380359.0,,418409.0
,380368.0,,418427.0
,380377.0,,418445.0
,381617.0,,418454.0
,382780.0,,418481.0
,382911.0,,418506.0
,383190.0,,418515.0
,383464.0,,418524.0
,383996.0,,418533.0
,384333.0,,418560.0
,384342.0,,418588.0
,384421.0,,418603.0
,395362.0,,418612.0
,399212.0,,418700.0
