HighCostLowGraduation,LowCostLowGraduation,LowCostHighGraduation,HighCostHighGraduation
,401481.0,,418764.0
,403478.0,,418782.0
,403487.0,,418968.0
,404073.0,,419031.0
,404082.0,,419095.0
,404426.0,,419147.0
,404648.0,,419156.0
,404718.0,,419235.0
,404806.0,,419253.0
,405058.0,,419262.0
,405748.0,,419314.0
,405854.0,,419420.0
,405872.0,,419484.0
,407683.0,,419633.0
,407735.0,,419703.0
,408394.0,,419712.0
,409315.0,,419721.0
,409698.0,,420200.0
,410520.0,,420255.0
,413617.0,,420343.0
,413626.0,,420459.0
,414160.0,,420574.0
,414878.0,,420981.0
,414911.0,,421540.0
,417725.0,,421559.0
,417752.0,,421586.0
,418320.0,,421610.0
,418542.0,,421717.0
,418755.0,,421771.0
,418773.0,,421896.0
,418913.0,,422190.0
,419280.0,,422835.0
,420194.0,,423120.0
,420325.0,,423397.0
,420398.0,,423980.0
,420431.0,,425250.0
,420440.0,,425889.0
,420538.0,,427919.0
,420556.0,,427991.0
,420723.0,,428019.0
,421665.0,,428073.0
,423652.0,,428125.0
,427335.0,,428143.0
,428055.0,,428329.0
,428392.0,,429128.0
,430935.0,,430218.0
,431169.0,,430227.0
,431637.0,,430306.0
,431716.0,,430342.0
,431929.0,,430564.0
,431983.0,,430582.0
,433068.0,,430795.0
,433387.0,,430883.0
,433660.0,,430908.0
,434016.0,,430971.0
,434061.0,,431017.0
,434414.0,,431026.0
,434584.0,,431099.0
,434672.0,,431105.0
,434751.0,,431123.0
,436030.0,,431187.0
,436304.0,,431196.0
,436818.0,,431275.0
,436827.0,,431284.0
,437103.0,,431309.0
,438708.0,,431558.0
,439145.0,,431691.0
,439190.0,,431770.0
,439400.0,,431877.0
,439899.0,,431965.0
,440402.0,,432074.0
,440776.0,,432117.0
,440989.0,,432269.0
,441070.0,,433040.0
,441380.0,,433138.0
,441690.0,,434159.0
,441760.0,,434274.0
,441900.0,,434283.0
,441919.0,,434362.0
,442523.0,,434380.0
,442781.0,,434496.0
,442976.0,,434502.0
,443340.0,,434830.0
,443492.0,,434900.0
,443696.0,,436003.0
,444042.0,,436012.0
,444167.0,,436067.0
,444219.0,,436100.0
,444398.0,,436465.0
,444413.0,,436553.0
,444653.0,,436641.0
,444732.0,,436650.0
,444954.0,,436775.0
,445018.0,,436836.0
,445674.0,,437237.0
,445683.0,,437608.0
,446075.0,,437653.0
,446163.0,,437857.0
,446251.0,,438337.0
,446774.0,,438674.0
,447360.0,,438984.0
,447582.0,,439303.0
,447689.0,,439312.0
,447883.0,,439473.0
,448202.0,,439507.0
,448284.0,,439525.0
,448594.0,,439589.0
,448840.0,,439613.0
,448886.0,,439622.0
,449339.0,,439631.0
,449597.0,,439668.0
,449658.0,,439729.0
,449852.0,,439747.0
,449870.0,,439774.0
,450933.0,,439826.0
,451398.0,,439844.0
,451404.0,,439862.0
,451529.0,,439932.0
,451617.0,,439978.0
,452106.0,,440077.0
,452115.0,,440101.0
,454625.0,,440174.0
,454786.0,,440217.0
,455114.0,,440226.0
,455220.0,,440651.0
,455512.0,,440730.0
,457280.0,,441168.0
,457484.0,,441195.0
,457509.0,,441210.0
,457606.0,,441256.0
,457703.0,,441274.0
,457758.0,,441317.0
,457891.0,,441353.0
,458007.0,,441371.0
,458113.0,,441405.0
,459000.0,,441423.0
,459435.0,,441441.0
,460394.0,,441511.0
,460464.0,,441548.0
,460701.0,,441575.0
,461306.0,,441593.0
,461315.0,,441645.0
,461528.0,,441706.0
,461555.0,,441751.0
,461670.0,,441830.0
,476744.0,,441876.0
,480091.0,,441894.0
,480189.0,,441937.0
,480903.0,,441982.0
,480994.0,,442204.0
,481225.0,,442240.0
,482149.0,,442383.0
,482158.0,,442435.0
,482617.0,,443021.0
,482699.0,,443100.0
,483045.0,,443146.0
,,,443173.0
,,,443216.0
,,,443234.0
,,,443252.0
,,,443298.0
,,,443322.0
,,,443359.0
,,,443562.0
,,,443623.0
,,,443632.0
,,,443678.0
,,,443951.0
,,,443979.0
,,,444051.0
,,,444194.0
,,,444228.0
,,,444264.0
,,,444307.0
,,,444316.0
,,,444352.0
,,,444361.0
,,,444370.0
,,,444404.0
,,,444422.0
,,,444468.0
,,,444529.0
,,,444583.0
,,,444592.0
,,,444608.0
,,,444671.0
,,,444680.0
,,,444705.0
,,,444769.0
,,,444857.0
,,,444909.0
,,,444936.0
,,,444945.0
,,,445188.0
,,,445498.0
,,,445504.0
,,,445540.0
,,,445656.0
,,,445753.0
,,,445780.0
,,,445841.0
,,,445850.0
,,,445896.0
,,,445948.0
,,,445984.0
,,,445993.0
,,,446048.0
,,,446190.0
,,,446206.0
,,,446215.0
,,,446242.0
,,,446260.0
,,,446288.0
,,,446349.0
,,,446437.0
,,,446455.0
,,,446491.0
,,,446516.0
,,,446543.0
,,,446552.0
,,,446570.0
,,,446604.0
,,,446835.0
,,,446844.0
,,,446996.0
,,,447148.0
,,,447157.0
,,,447166.0
,,,447254.0
,,,447430.0
,,,447449.0
,,,447528.0
,,,447704.0
,,,447722.0
,,,447731.0
,,,447759.0
,,,447795.0
,,,447856.0
,,,447865.0
,,,447908.0
,,,447917.0
,,,447971.0
,,,447980.0
,,,448008.0
,,,448026.0
,,,448053.0
,,,448105.0
,,,448123.0
,,,448141.0
,,,448150.0
,,,448196.0
,,,448211.0
,,,448220.0
,,,448424.0
,,,448707.0
,,,448716.0
,,,448770.0
,,,449083.0
,,,449092.0
,,,449135.0
,,,449144.0
,,,449153.0
,,,449348.0
,,,449393.0
,,,449463.0
,,,449472.0
,,,449490.0
,,,449506.0
,,,449603.0
,,,449685.0
,,,449719.0
,,,449728.0
,,,449746.0
,,,449782.0
,,,449807.0
,,,449959.0
,,,449977.0
,,,449986.0
,,,449995.0
,,,450395.0
,,,450580.0
,,,450605.0
,,,450614.0
,,,450623.0
,,,450641.0
,,,450720.0
,,,450739.0
,,,450757.0
,,,450979.0
,,,450988.0
,,,451042.0
,,,451097.0
,,,451121.0
,,,451149.0
,,,451158.0
,,,451194.0
,,,451219.0
,,,451237.0
,,,451255.0
,,,451307.0
,,,451316.0
,,,451334.0
,,,451343.0
,,,451361.0
,,,451440.0
,,,451459.0
,,,451468.0
,,,451501.0
,,,451538.0
,,,451547.0
,,,451565.0
,,,451626.0
,,,451644.0
,,,451653.0
,,,451741.0
,,,451811.0
,,,452009.0
,,,453570.0
,,,454078.0
,,,454537.0
,,,454607.0
,,,454698.0
,,,454704.0
,,,454722.0
,,,454731.0
,,,454768.0
,,,454847.0
,,,454865.0
,,,454874.0
,,,454892.0
,,,454908.0
,,,454935.0
,,,454944.0
,,,454953.0
,,,454962.0
,,,454971.0
,,,454980.0
,,,455017.0
,,,455105.0
,,,455141.0
,,,455187.0
,,,455202.0
,,,455211.0
,,,455248.0
,,,455275.0
,,,455284.0
,,,455293.0
,,,455345.0
,,,455354.0
,,,455415.0
,,,455460.0
,,,455479.0
,,,455497.0
,,,455673.0
,,,455716.0
,,,455725.0
,,,455798.0
,,,455831.0
,,,455859.0
,,,455868.0
,,,455886.0
,,,455910.0
,,,455929.0
,,,455938.0
,,,455947.0
,,,455956.0
,,,455965.0
,,,455974.0
,,,455983.0
,,,456029.0
,,,456065.0
,,,456126.0
,,,456135.0
,,,456144.0
,,,456153.0
,,,456250.0
,,,456287.0
,,,456551.0
,,,456560.0
,,,456588.0
,,,456597.0
,,,456825.0
,,,456968.0
,,,457031.0
,,,457086.0
,,,457192.0
,,,457253.0
,,,457299.0
,,,457314.0
,,,457323.0
,,,457332.0
,,,457341.0
,,,457378.0
,,,457387.0
,,,457396.0
,,,457439.0
,,,457457.0
,,,457466.0
,,,457475.0
,,,457536.0
,,,457554.0
,,,457572.0
,,,457581.0
,,,457633.0
,,,457642.0
,,,457679.0
,,,457721.0
,,,457730.0
,,,457749.0
,,,457776.0
,,,457785.0
,,,457794.0
,,,457800.0
,,,457837.0
,,,457916.0
,,,457925.0
,,,457943.0
,,,457961.0
,,,457989.0
,,,457998.0
,,,458034.0
,,,458043.0
,,,458061.0
,,,458168.0
,,,458195.0
,,,458399.0
,,,458487.0
,,,458803.0
,,,458812.0
,,,458830.0
,,,458849.0
,,,458867.0
,,,459037.0
,,,459055.0
,,,459125.0
,,,459134.0
,,,459143.0
,,,459161.0
,,,459170.0
,,,459189.0
,,,459198.0
,,,459231.0
,,,459277.0
,,,459286.0
,,,459295.0
,,,459301.0
,,,459310.0
,,,459329.0
,,,459338.0
,,,459347.0
,,,459374.0
,,,459392.0
,,,459408.0
,,,459426.0
,,,459453.0
,,,459480.0
,,,459499.0
,,,459514.0
,,,459523.0
,,,459532.0
,,,459541.0
,,,459550.0
,,,459569.0
,,,459578.0
,,,460011.0
,,,460020.0
,,,460057.0
,,,460136.0
,,,460145.0
,,,460561.0
,,,460677.0
,,,460765.0
,,,460808.0
,,,460862.0
,,,460905.0
,,,460914.0
,,,460987.0
,,,460996.0
,,,461111.0
,,,461227.0
,,,461245.0
,,,461254.0
,,,461272.0
,,,461342.0
,,,461421.0
,,,461449.0
,,,461500.0
,,,461573.0
,,,461582.0
,,,461625.0
,,,461704.0
,,,461713.0
,,,461731.0
,,,461786.0
,,,461801.0
,,,461810.0
,,,461838.0
,,,461892.0
,,,461917.0
,,,461926.0
,,,461935.0
,,,461944.0
,,,461999.0
,,,462008.0
,,,462026.0
,,,462071.0
,,,462318.0
,,,462327.0
,,,462336.0
,,,462345.0
,,,467809.0
,,,467863.0
,,,467872.0
,,,468246.0
,,,468255.0
,,,468705.0
,,,468769.0
,,,468893.0
,,,468963.0
,,,469957.0
,,,470393.0
,,,474915.0
,,,474924.0
,,,475015.0
,,,475255.0
,,,475389.0
,,,475404.0
,,,475468.0
,,,475547.0
,,,475556.0
,,,475574.0
,,,475644.0
,,,475662.0
,,,476489.0
,,,476513.0
,,,476522.0
,,,476531.0
,,,476577.0
,,,476586.0
,,,476601.0
,,,476610.0
,,,476629.0
,,,476717.0
,,,476753.0
,,,476762.0
,,,476780.0
,,,476805.0
,,,476823.0
,,,476841.0
,,,476902.0
,,,476957.0
,,,476984.0
,,,477002.0
,,,479248.0
,,,479983.0
,,,480000.0
,,,480019.0
,,,480693.0
,,,480736.0
,,,480879.0
,,,480888.0
,,,481049.0
,,,481058.0
,,,481067.0
,,,481137.0
,,,481164.0
,,,481182.0
,,,481261.0
,,,481270.0
,,,481289.0
,,,481298.0
,,,481304.0
,,,481313.0
,,,481322.0
,,,481331.0
,,,481340.0
,,,481377.0
,,,481395.0
,,,481438.0
,,,481456.0
,,,481465.0
,,,481492.0
,,,481508.0
,,,481517.0
,,,481526.0
,,,481553.0
